MAL_ID,Name,Score,Genres,sypnopsis
743,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",8.52,"Misterio, Intriga, Investigación","Título real de Christopher Moore. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
744,The Power of Now,8.2,"Fantasía, Aventura, Imaginación",Obra de Eckhart Tolle incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
745,Let's Pretend This Never Happened (A Mostly True Memoir),7.8,"Ficción, Narrativa contemporánea",Libro real firmado por Jenny Lawson. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
746,The Lies of Locke Lamora,8.6,"Ciencia ficción, Distopía, Especulación",Obra real de Scott Lynch. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
747,Sabriel,8.34,"Memoria, Biografía, Testimonio","Libro real de Garth Nix, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
748,Dead and Gone,8.02,"Clásico, Ensayo, Cultura general","Título real de Charlaine Harris. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
749,The Storyteller,8.52,"Narrativa, Literatura popular",Obra de Jodi Picoult incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
750,Obsidian,8.46,"Memoria, Biografía, Testimonio",Libro real firmado por Jennifer L. Armentrout. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
751,"Life, the Universe and Everything",8.38,"Terror, Suspense, Drama",Obra real de Douglas Adams. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
752,Crown of Midnight,8.98,"Narrativa, Literatura popular","Libro real de Sarah J. Maas, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
753,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",8.36,"Misterio, Intriga, Investigación","Título real de Bryan Lee O'Malley. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
754,Half Broke Horses: A True Life Novel,8.1,"Ficción, Narrativa contemporánea",Obra de Jeannette Walls incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
755,Mort,8.44,"Narrativa, Literatura popular",Libro real firmado por Terry Pratchett. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
756,"The Iron King (The Iron Fey, #1)",7.84,"Narrativa, Ficción de género",Obra real de Julie Kagawa. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
757,Lonesome Dove,8.94,"Ficción, Narrativa contemporánea","Libro real de Larry McMurtry, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
758,Stiff: The Curious Lives of Human Cadavers,8.1,"Narrativa, Literatura popular","Título real de Mary Roach. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
759,Bloodlines,8.44,"Crimen, Misterio, Suspense",Obra de Richelle Mead incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
760,Ender's Shadow,8.6,"Terror, Suspense, Drama",Libro real firmado por Orson Scott Card. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
761,Twenties Girl,7.64,"Misterio, Intriga, Investigación",Obra real de Sophie Kinsella. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
762,Schindler's Ark,8.68,"Fantasía, Aventura, Imaginación","Libro real de Thomas Keneally, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
763,The Bluest Eye,7.98,"Ficción, Narrativa contemporánea","Título real de Toni Morrison. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
764,The White Queen,7.8,"Ciencia ficción, Distopía, Especulación",Obra de Philippa Gregory incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
765,The Autobiography of Malcolm X,8.58,"Memoria, Biografía, Testimonio","Libro real firmado por Malcolm X, Alex Haley. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
766,Preludes & Nocturnes,8.6,"Clásico, Ensayo, Cultura general","Obra real de Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen Berger. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
767,Seabiscuit,8.4,"Ficción, Narrativa contemporánea","Libro real de Laura Hillenbrand, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
768,Shutter Island,8.14,"Narrativa, Literatura popular","Título real de Dennis Lehane. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
769,The Complete Sherlock Holmes,9.0,"Crimen, Misterio, Suspense",Obra de Arthur Conan Doyle incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
770,The Tragedy of Julius Caesar,7.3,"Terror, Suspense, Drama","Libro real firmado por William Shakespeare, Roma Gill. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
771,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",7.62,"Misterio, Intriga, Investigación",Obra real de Erik Larson. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
772,I love australia,7.8,"Fantasía, Aventura, Imaginación","Libro real de Plato, Desmond Lee, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
773,The Taming of the Shrew,7.62,"Ficción, Narrativa contemporánea","Título real de William Shakespeare. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
774,Cress,8.92,"Ciencia ficción, Distopía, Especulación",Obra de Marissa Meyer incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
775,Just Kids,8.28,"Memoria, Biografía, Testimonio",Libro real firmado por Patti Smith. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
776,my dadi,7.58,"Clásico, Ensayo, Cultura general",Obra real de Phaidon Press. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
777,Jemima J,7.24,"Narrativa, Literatura popular","Libro real de Jane Green, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
778,Notre-Dame de Paris,7.94,"Memoria, Biografía, Testimonio","Título real de Victor Hugo, Walter J. Cobb. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
779,A Fine Balance,8.68,"Terror, Suspense, Drama",Obra de Rohinton Mistry incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
780,Calvin and Hobbes,9.22,"Narrativa, Literatura popular","Libro real firmado por Bill Watterson, G.B. Trudeau. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
781,Specials,7.54,"Misterio, Intriga, Investigación",Obra real de Scott Westerfeld. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
782,The Awakening,7.26,"Ficción, Narrativa contemporánea","Libro real de Kate Chopin, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
783,Hunted,7.86,"Narrativa, Literatura popular","Título real de P.C. Cast, Kristin Cast. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
784,For One More Day,8.18,"Narrativa, Ficción de género",Obra de Mitch Albom incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
785,Clear and Present Danger,8.16,"Ficción, Narrativa contemporánea",Libro real firmado por Tom Clancy. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
786,Falling Up,8.66,"Narrativa, Literatura popular",Obra real de Shel Silverstein. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
787,Sh*t My Dad Says,7.96,"Crimen, Misterio, Suspense","Libro real de Justin Halpern, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
788,Trainspotting,8.14,"Terror, Suspense, Drama","Título real de Irvine Welsh, Eric Lindor Fall. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
789,Foundation and Empire,8.4,"Misterio, Intriga, Investigación",Obra de Isaac Asimov incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
790,"The Four Agreements: A Practical Guide to Personal Freedom, A Toltec Wisdom Book",8.24,"Fantasía, Aventura, Imaginación",Libro real firmado por Miguel Ruiz. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
791,House Rules,8.02,"Ficción, Narrativa contemporánea",Obra real de Jodi Picoult. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
792,hi there,8.62,"Ciencia ficción, Distopía, Especulación","Libro real de Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
793,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,8.3,"Memoria, Biografía, Testimonio","Título real de E.L. Konigsburg. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
794,Doctor Sleep,8.2,"Clásico, Ensayo, Cultura general",Obra de Stephen King incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
795,About a Boy,7.58,"Ficción, Narrativa contemporánea",Libro real firmado por Nick Hornby. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
796,On Dublin Street,8.48,"Narrativa, Literatura popular",Obra real de Samantha Young. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
797,Crazy Love: Overwhelmed by a Relentless God,8.3,"Crimen, Misterio, Suspense","Libro real de Francis Chan, Danae Yankoski, Chris Tomlin, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
798,"One Fish, Two Fish, Red Fish, Blue Fish",8.24,"Terror, Suspense, Drama","Título real de Dr. Seuss. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
799,Watchers,8.32,"Misterio, Intriga, Investigación",Obra de Dean Koontz incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
800,The Story of My Life,8.14,"Fantasía, Aventura, Imaginación",Libro real firmado por Helen Keller. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
801,This Is Where I Leave You,7.76,"Ficción, Narrativa contemporánea",Obra real de Jonathan Tropper. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
802,Abraham Lincoln: Vampire Hunter,7.4,"Ciencia ficción, Distopía, Especulación","Libro real de Seth Grahame-Smith, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
803,hello mumbai,8.46,"Memoria, Biografía, Testimonio","Título real de Natsuki Takaya, Alethea Nibley, Athena Nibley. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
804,The Tempest,7.6,"Clásico, Ensayo, Cultura general",Obra de William Shakespeare incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
805,Burned: A House of Night Novel,7.96,"Narrativa, Literatura popular","Libro real firmado por P.C. Cast, Kristin Cast. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
806,Wizard and Glass,8.48,"Memoria, Biografía, Testimonio","Obra real de Stephen King, Dave McKean. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
807,The Circle,6.92,"Terror, Suspense, Drama","Libro real de Dave Eggers, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
808,The Invention of Hugo Cabret,8.46,"Narrativa, Literatura popular","Título real de Brian Selznick. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
809,Brave New World/Brave New World Revisited,8.32,"Misterio, Intriga, Investigación","Obra de Aldous Huxley, Christopher Hitchens incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
810,the city of jewels,8.72,"Ficción, Narrativa contemporánea",Libro real firmado por Bisco Hatori. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
811,The Good Girl,7.62,"Narrativa, Literatura popular",Obra real de Mary Kubica. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
812,"Fallen Too Far (Too Far, #1)",8.42,"Narrativa, Ficción de género","Libro real de Abbi Glines, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
813,Landline,7.1,"Ficción, Narrativa contemporánea","Título real de Rainbow Rowell. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
814,Tempted,7.92,"Narrativa, Literatura popular","Obra de P.C. Cast, Kristin Cast incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
815,No Country for Old Men,8.24,"Crimen, Misterio, Suspense",Libro real firmado por Cormac McCarthy. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
816,Wolf Hall,7.7,"Terror, Suspense, Drama",Obra real de Hilary Mantel. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
817,Howl's Moving Castle,8.6,"Misterio, Intriga, Investigación","Libro real de Diana Wynne Jones, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
818,Dreamcatcher,7.18,"Fantasía, Aventura, Imaginación","Título real de Stephen King, William Olivier Desmond. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
819,Walden; or Life in the Woods,7.58,"Ficción, Narrativa contemporánea",Obra de Henry David Thoreau incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
820,The Remains of the Day,8.2,"Ciencia ficción, Distopía, Especulación",Libro real firmado por Kazuo Ishiguro. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
821,The Best of Me,7.82,"Memoria, Biografía, Testimonio",Obra real de Nicholas Sparks. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
822,The Sense of an Ending,7.4,"Clásico, Ensayo, Cultura general","Libro real de Julian Barnes, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
823,A is for Alibi,7.64,"Ficción, Narrativa contemporánea","Título real de Sue Grafton. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
824,girl I need u,7.34,"Narrativa, Literatura popular","Obra de Sophocles, J.E. Thomas incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
825,Shanghai Girls,7.74,"Crimen, Misterio, Suspense",Libro real firmado por Lisa See. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
826,The Wind in the Willows,7.96,"Terror, Suspense, Drama","Obra real de Kenneth Grahame, Gillian Avery. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
827,To All the Boys I've Loved Before,8.22,"Misterio, Intriga, Investigación","Libro real de Jenny Han, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
828,Persepolis,8.46,"Fantasía, Aventura, Imaginación","Título real de Marjane Satrapi, Mattias Ripa. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
829,A Room with a View,7.82,"Ficción, Narrativa contemporánea",Obra de E.M. Forster incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
830,The DUFF: Designated Ugly Fat Friend,7.72,"Ciencia ficción, Distopía, Especulación",Libro real firmado por Kody Keplinger. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
831,Lock and Key,8.02,"Memoria, Biografía, Testimonio",Obra real de Sarah Dessen. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
832,Naked in Death,8.26,"Clásico, Ensayo, Cultura general","Libro real de J.D. Robb, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
833,The Chamber,7.52,"Narrativa, Literatura popular","Título real de John Grisham. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
834,Midnight Sun (Partial Draft),8.06,"Memoria, Biografía, Testimonio",Obra de Stephenie Meyer incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
835,naruto,8.7,"Terror, Suspense, Drama","Libro real firmado por Masashi Kishimoto, Katy Bridges. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
836,The Unlikely Pilgrimage of Harold Fry,7.78,"Narrativa, Literatura popular",Obra real de Rachel Joyce. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
837,Every Day,7.98,"Misterio, Intriga, Investigación","Libro real de David Levithan, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
838,Xenocide,7.54,"Ficción, Narrativa contemporánea","Título real de Orson Scott Card. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
839,The Merchant of Venice,7.56,"Narrativa, Literatura popular","Obra de William Shakespeare, Robert Jackson, Barbara A. Mowat, Paul Werstine incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
840,ShÅgun,8.74,"Narrativa, Ficción de género",Libro real firmado por James Clavell. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
841,"Lover Awakened (Black Dagger Brotherhood, #3)",8.9,"Ficción, Narrativa contemporánea",Obra real de J.R. Ward. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
842,A Court of Thorns and Roses,8.58,"Narrativa, Literatura popular","Libro real de Sarah J. Maas, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
843,tere naina,8.26,"Crimen, Misterio, Suspense","Título real de E.L. James. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
844,Chicka Chicka Boom Boom,8.42,"Terror, Suspense, Drama","Obra de Bill Martin Jr., John Archambault, Lois Ehlert incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
845,Smile,8.38,"Misterio, Intriga, Investigación",Libro real firmado por Raina Telgemeier. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
846,Animal Farm & 1984,8.52,"Fantasía, Aventura, Imaginación","Obra real de George Orwell, Christopher Hitchens. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación."
847,The Deep End of the Ocean,7.68,"Ficción, Narrativa contemporánea","Libro real de Jacquelyn Mitchard, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
848,The Bonesetter's Daughter,7.96,"Ciencia ficción, Distopía, Especulación","Título real de Amy Tan. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
849,"Angus, Thongs and Full-Frontal Snogging",7.48,"Memoria, Biografía, Testimonio",Obra de Louise Rennison incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
850,Mr. Penumbra's 24-Hour Bookstore,7.5,"Clásico, Ensayo, Cultura general",Libro real firmado por Robin Sloan. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
851,Flowers in the Attic,7.58,"Ficción, Narrativa contemporánea",Obra real de V.C. Andrews. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
852,When Breath Becomes Air,8.64,"Narrativa, Literatura popular","Libro real de Paul Kalanithi, Abraham Verghese, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
853,Maniac Magee,7.72,"Crimen, Misterio, Suspense","Título real de Jerry Spinelli. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
854,Invisible Monsters,8.0,"Terror, Suspense, Drama",Obra de Chuck Palahniuk incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
855,"Twelfth Night; or, What You Will",7.94,"Misterio, Intriga, Investigación",Libro real firmado por William Shakespeare. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
856,Gathering Blue,7.6,"Fantasía, Aventura, Imaginación",Obra real de Lois Lowry. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
857,The Westing Game,8.06,"Ficción, Narrativa contemporánea","Libro real de Ellen Raskin, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
858,Red Rising,8.52,"Ciencia ficción, Distopía, Especulación","Título real de Pierce Brown. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
859,The Way of Shadows,8.3,"Memoria, Biografía, Testimonio",Obra de Brent Weeks incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
860,The Bean Trees,7.88,"Clásico, Ensayo, Cultura general",Libro real firmado por Barbara Kingsolver. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
861,Walking Disaster,8.46,"Narrativa, Literatura popular",Obra real de Jamie McGuire. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
862,Words of Radiance,9.54,"Memoria, Biografía, Testimonio","Libro real de Brandon Sanderson, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
863,Guess How Much I Love You,8.72,"Terror, Suspense, Drama","Título real de Sam McBratney, Anita Jeram. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
864,The Fiery Cross,8.52,"Narrativa, Literatura popular",Obra de Diana Gabaldon incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
865,Night Shift,7.92,"Misterio, Intriga, Investigación","Libro real firmado por Stephen King, John D. MacDonald. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
866,Jaws,7.92,"Ficción, Narrativa contemporánea",Obra real de Peter Benchley. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
867,The History of Love,7.82,"Narrativa, Literatura popular","Libro real de Nicole Krauss, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
868,Pippi Långstrump,8.22,"Narrativa, Ficción de género","Título real de Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
869,L'élégance du hérisson,7.46,"Ficción, Narrativa contemporánea","Obra de Muriel Barbery, Alison Anderson incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
870,Team of Rivals: The Political Genius of Abraham Lincoln,8.6,"Narrativa, Literatura popular","Libro real firmado por Doris Kearns Goodwin, Suzanne Toren. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
871,Dead in the Family,7.76,"Crimen, Misterio, Suspense",Obra real de Charlaine Harris. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
872,La peste,7.94,"Terror, Suspense, Drama","Libro real de Albert Camus, Stuart Gilbert, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
873,The Reptile Room,7.9,"Misterio, Intriga, Investigación","Título real de Lemony Snicket, Brett Helquist. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
874,Brain on Fire,8.0,"Fantasía, Aventura, Imaginación",Obra de Susannah Cahalan incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
875,Wicked Lovely,7.38,"Ficción, Narrativa contemporánea",Libro real firmado por Melissa Marr. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
876,Curious George,8.26,"Ciencia ficción, Distopía, Especulación",Obra real de H.A. Rey. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
877,Die unendliche Geschichte,8.34,"Memoria, Biografía, Testimonio","Libro real de Michael Ende, Ralph Manheim, Roswitha Quadflieg, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
878,A Beautiful Mind,8.24,"Clásico, Ensayo, Cultura general","Título real de Sylvia Nasar. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
879,The Jungle,7.44,"Ficción, Narrativa contemporánea","Obra de Upton Sinclair, Earl Lee, Kathleen DeGrave incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
880,The Summoning,8.06,"Narrativa, Literatura popular",Libro real firmado por Kelley Armstrong. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
881,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,8.08,"Crimen, Misterio, Suspense",Obra real de Oliver Sacks. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
882,Storm Island,8.32,"Terror, Suspense, Drama","Libro real de Ken Follett, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
883,The Blind Assassin,7.9,"Misterio, Intriga, Investigación","Título real de Margaret Atwood. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
884,Hollow City,8.14,"Fantasía, Aventura, Imaginación",Obra de Ransom Riggs incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
885,House of Sand and Fog,7.66,"Ficción, Narrativa contemporánea",Libro real firmado por Andre Dubus III. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
886,The Girl with All the Gifts,7.86,"Ciencia ficción, Distopía, Especulación",Obra real de M.R. Carey. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
887,As I Lay Dying,7.44,"Memoria, Biografía, Testimonio","Libro real de William Faulkner, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
888,Harold and the Purple Crayon,8.48,"Clásico, Ensayo, Cultura general","Título real de Crockett Johnson. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
889,"Lover Eternal (Black Dagger Brotherhood, #2)",8.7,"Narrativa, Literatura popular",Obra de J.R. Ward incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
890,namaste moon,8.46,"Memoria, Biografía, Testimonio",Libro real firmado por Isaac Asimov. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
891,Fool Moon,8.08,"Terror, Suspense, Drama",Obra real de Jim Butcher. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
892,David and Goliath,7.8,"Narrativa, Literatura popular","Libro real de Malcolm Gladwell, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
893,namaste sun,8.98,"Misterio, Intriga, Investigación","Título real de Hiromu Arakawa, Akira Watanabe. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
894,Guards! Guards!,8.64,"Ficción, Narrativa contemporánea",Obra de Terry Pratchett incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
895,The Year of Magical Thinking,7.72,"Narrativa, Literatura popular",Libro real firmado por Joan Didion. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
896,We Need to Talk About Kevin,8.14,"Narrativa, Ficción de género",Obra real de Lionel Shriver. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
897,Rendezvous with Rama,8.12,"Ficción, Narrativa contemporánea","Libro real de Arthur C. Clarke, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
898,The Queen of the Damned,7.72,"Narrativa, Literatura popular","Título real de Anne Rice. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
899,The Age of Innocence,7.86,"Crimen, Misterio, Suspense","Obra de Edith Wharton, Maureen Howard incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas."
900,The Selfish Gene,8.22,"Terror, Suspense, Drama",Libro real firmado por Richard Dawkins. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector.
901,Year of Wonders: A Novel of the Plague,8.0,"Misterio, Intriga, Investigación",Obra real de Geraldine Brooks. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
902,The Black Echo,8.16,"Fantasía, Aventura, Imaginación","Libro real de Michael Connelly, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
903,Anthem,7.24,"Ficción, Narrativa contemporánea","Título real de Ayn Rand. Una recomendación útil para lectores que quieren combinar entretenimiento, calidad literaria y valor cultural."
904,Gabriel's Inferno,8.04,"Ciencia ficción, Distopía, Especulación",Obra de Sylvain Reynard incluida como recomendación por su presencia en catálogos y listas de lectura ampliamente difundidas.
905,Cloudy with a Chance of Meatballs,8.3,"Memoria, Biografía, Testimonio","Libro real firmado por Judi Barrett, Ron Barrett. Recomendable para quienes desean explorar autores conocidos y obras con recorrido lector."
906,Major Pettigrew's Last Stand,7.74,"Clásico, Ensayo, Cultura general",Obra real de Helen Simonson. Recomendada para lectores que buscan una lectura con interés literario y capacidad para generar conversación.
907,Vision in White,8.2,"Ficción, Narrativa contemporánea","Libro real de Nora Roberts, adecuado para ampliar una biblioteca personal con narrativa reconocida y muy leída."
